ID,RNA_CoExp_w_GenAge
ARBK2_HUMAN,
ARC1A_HUMAN,56
ARC1B_HUMAN,59
ARCH_HUMAN,26
ARC_HUMAN,19
AREG_HUMAN,31
AREL1_HUMAN,54
ARF1_HUMAN,51
ARF3_HUMAN,20
ARF4_HUMAN,44
ARF5_HUMAN,60
ARF6_HUMAN,75
ARFG1_HUMAN,46
ARFG2_HUMAN,59
ARFG3_HUMAN,47
ARFP1_HUMAN,32
ARFP2_HUMAN,57
ARFRP_HUMAN,28
ARF_HUMAN,38
ARG28_HUMAN,29
ARG33_HUMAN,9
ARG35_HUMAN,26
ARG39_HUMAN,17
ARGAL_HUMAN,39
ARGFX_HUMAN,17
ARGI1_HUMAN,30
ARGI2_HUMAN,29
ARGL1_HUMAN,23
ARH37_HUMAN,24
ARH38_HUMAN,3
ARH40_HUMAN,66
ARHG1_HUMAN,45
ARHG2_HUMAN,43
ARHG3_HUMAN,33
ARHG4_HUMAN,15
ARHG5_HUMAN,25
ARHG6_HUMAN,44
ARHG7_HUMAN,37
ARHG8_HUMAN,38
ARHG9_HUMAN,29
ARHGA_HUMAN,39
ARHGB_HUMAN,26
ARHGC_HUMAN,56
ARHGF_HUMAN,31
ARHGG_HUMAN,16
ARHGH_HUMAN,62
ARHGI_HUMAN,33
ARHGJ_HUMAN,12
ARHGP_HUMAN,31
ARHGQ_HUMAN,11
ARHL1_HUMAN,27
ARHL2_HUMAN,42
ARH_HUMAN,23
ARI1A_HUMAN,62
ARI1B_HUMAN,46
ARI1_HUMAN,37
ARI2O_HUMAN,5
ARI2_HUMAN,31
ARI3A_HUMAN,42
ARI3B_HUMAN,40
ARI3C_HUMAN,6
ARI4A_HUMAN,35
ARI4B_HUMAN,25
ARI5A_HUMAN,45
ARI5B_HUMAN,41
ARID2_HUMAN,22
ARIP4_HUMAN,30
ARK72_HUMAN,53
ARK73_HUMAN,18
ARK74_HUMAN,
ARL10_HUMAN,23
ARL11_HUMAN,41
ARL14_HUMAN,14
ARL15_HUMAN,14
ARL16_HUMAN,35
ARL17_HUMAN,2
ARL1_HUMAN,43
ARL2_HUMAN,39
ARL3_HUMAN,28
ARL4A_HUMAN,24
ARL4C_HUMAN,22
ARL4D_HUMAN,17
ARL5A_HUMAN,47
ARL5B_HUMAN,38
ARL5C_HUMAN,6
ARL6_HUMAN,7
ARL8A_HUMAN,52
ARL8B_HUMAN,28
ARL9_HUMAN,1
ARLY_HUMAN,52
ARM10_HUMAN,36
ARM12_HUMAN,1
ARMC1_HUMAN,30
ARMC2_HUMAN,21
ARMC3_HUMAN,4
ARMC4_HUMAN,6
ARMC5_HUMAN,36
ARMC6_HUMAN,53
ARMC7_HUMAN,16
ARMC8_HUMAN,26
ARMC9_HUMAN,13
ARMS2_HUMAN,4
ARMT1_HUMAN,
ARMX1_HUMAN,51
ARMX2_HUMAN,46
ARMX3_HUMAN,56
ARMX4_HUMAN,25
ARMX5_HUMAN,21
ARMX6_HUMAN,61
ARNT2_HUMAN,20
ARNT_HUMAN,61
AROS_HUMAN,30
ARP10_HUMAN,35
ARP19_HUMAN,30
ARP21_HUMAN,14
ARP2_HUMAN,64
ARP3B_HUMAN,15
ARP3C_HUMAN,7
ARP3_HUMAN,63
ARP5L_HUMAN,33
ARP5_HUMAN,32
ARP6_HUMAN,39
ARP8_HUMAN,30
ARPC2_HUMAN,62
ARPC3_HUMAN,51
ARPC4_HUMAN,51
ARPC5_HUMAN,53
ARPIN_HUMAN,
ARRB1_HUMAN,24
ARRB2_HUMAN,36
ARRC_HUMAN,2
ARRD1_HUMAN,30
ARRD2_HUMAN,33
ARRD3_HUMAN,44
ARRD4_HUMAN,39
ARRD5_HUMAN,13
ARRS_HUMAN,2
ARSA_HUMAN,51
ARSB_HUMAN,45
ARSD_HUMAN,44
ARSE_HUMAN,22
ARSF_HUMAN,7
ARSG_HUMAN,6
ARSH_HUMAN,9
ARSI_HUMAN,5
ARSJ_HUMAN,33
ARSK_HUMAN,24
ARTN_HUMAN,10
ARV1_HUMAN,35
ARVC_HUMAN,33
ARX_HUMAN,8
ARY1_HUMAN,11
ARY2_HUMAN,19
AS3MT_HUMAN,32
ASA2B_HUMAN,14
ASAH1_HUMAN,56
ASAH2_HUMAN,7
ASAP1_HUMAN,20
ASAP2_HUMAN,37
ASAP3_HUMAN,51
ASAS1_HUMAN,13
ASB10_HUMAN,8
ASB11_HUMAN,20
ASB12_HUMAN,6
ASB13_HUMAN,31
ASB14_HUMAN,2
ASB15_HUMAN,12
ASB16_HUMAN,9
ASB17_HUMAN,
ASB18_HUMAN,4
ASB1_HUMAN,33
ASB2_HUMAN,15
ASB3_HUMAN,2
ASB4_HUMAN,19
ASB5_HUMAN,23
ASB6_HUMAN,45
ASB7_HUMAN,42
ASB8_HUMAN,28
ASB9_HUMAN,13
ASCC1_HUMAN,40
ASCC2_HUMAN,34
ASCC3_HUMAN,53
ASCL1_HUMAN,15
ASCL2_HUMAN,13
ASCL3_HUMAN,1
ASCL4_HUMAN,4
ASCL5_HUMAN,5
ASC_HUMAN,37
ASF1A_HUMAN,30
ASF1B_HUMAN,58
ASGL1_HUMAN,15
ASGR1_HUMAN,22
ASGR2_HUMAN,24
ASH1L_HUMAN,36
ASH2L_HUMAN,53
ASHWN_HUMAN,28
ASIC1_HUMAN,16
ASIC2_HUMAN,4
ASIC3_HUMAN,8
ASIC4_HUMAN,6
ASIC5_HUMAN,3
ASIP_HUMAN,7
ASM3A_HUMAN,32
ASM3B_HUMAN,10
ASML_HUMAN,
ASMT_HUMAN,
ASM_HUMAN,25
ASNA_HUMAN,64
ASND1_HUMAN,40
ASNS_HUMAN,59
ASPC1_HUMAN,28
ASPD_HUMAN,12
ASPG_HUMAN,28
ASPH1_HUMAN,19
ASPH2_HUMAN,9
ASPH_HUMAN,55
ASPM_HUMAN,56
ASPN_HUMAN,24
ASPP1_HUMAN,12
ASPP2_HUMAN,51
ASPX_HUMAN,1
ASSY_HUMAN,48
ASTE1_HUMAN,6
ASTER_HUMAN,51
ASTL_HUMAN,13
ASTN1_HUMAN,18
ASTN2_HUMAN,7
ASUN_HUMAN,71
ASXL1_HUMAN,32
ASXL2_HUMAN,40
ASXL3_HUMAN,12
ASZ1_HUMAN,0
AT10A_HUMAN,10
AT10B_HUMAN,2
AT10D_HUMAN,41
AT11A_HUMAN,23
AT11B_HUMAN,57
AT11C_HUMAN,44
AT12A_HUMAN,10
AT131_HUMAN,58
AT132_HUMAN,28
AT133_HUMAN,61
AT134_HUMAN,11
AT135_HUMAN,4
AT1A1_HUMAN,45
AT1A2_HUMAN,21
AT1A3_HUMAN,19
AT1A4_HUMAN,5
AT1B1_HUMAN,27
AT1B2_HUMAN,12
AT1B3_HUMAN,57
AT1B4_HUMAN,16
AT2A1_HUMAN,19
AT2A2_HUMAN,35
AT2A3_HUMAN,40
AT2B1_HUMAN,23
AT2B2_HUMAN,16
AT2B3_HUMAN,13
AT2B4_HUMAN,51
AT2C1_HUMAN,48
AT2C2_HUMAN,10
AT2L1_HUMAN,20
AT2L2_HUMAN,8
AT5EL_HUMAN,
AT5F1_HUMAN,48
AT5G1_HUMAN,35
AT5G2_HUMAN,67
AT5G3_HUMAN,56
AT5L2_HUMAN,19
AT5SL_HUMAN,51
AT7L1_HUMAN,5
AT7L2_HUMAN,14
AT7L3_HUMAN,52
AT8A1_HUMAN,30
AT8A2_HUMAN,9
AT8B1_HUMAN,29
AT8B2_HUMAN,35
AT8B3_HUMAN,0
AT8B4_HUMAN,28
AT8OS_HUMAN,1
ATAD1_HUMAN,38
ATAD2_HUMAN,46
ATAD5_HUMAN,52
ATAS1_HUMAN,
ATAT_HUMAN,12
ATCAY_HUMAN,25
ATD2B_HUMAN,29
ATD3A_HUMAN,55
ATD3B_HUMAN,32
ATD3C_HUMAN,9
ATE1_HUMAN,36
ATF1_HUMAN,38
ATF2_HUMAN,30
ATF3_HUMAN,30
ATF4_HUMAN,35
ATF5_HUMAN,36
ATF6A_HUMAN,58
ATF6B_HUMAN,65
ATF7_HUMAN,21
ATG10_HUMAN,17
ATG12_HUMAN,23
ATG13_HUMAN,26
ATG2A_HUMAN,35
ATG2B_HUMAN,19
ATG3_HUMAN,24
ATG4A_HUMAN,28
ATG4B_HUMAN,50
ATG4C_HUMAN,38
ATG4D_HUMAN,43
ATG5_HUMAN,22
ATG7_HUMAN,8
ATG9A_HUMAN,39
ATG9B_HUMAN,4
ATGA1_HUMAN,
ATHL1_HUMAN,6
ATIF1_HUMAN,46
ATL1_HUMAN,20
ATL2_HUMAN,24
ATL3_HUMAN,14
ATL4_HUMAN,30
ATL5_HUMAN,22
ATLA1_HUMAN,18
ATLA2_HUMAN,32
ATLA3_HUMAN,34
ATMIN_HUMAN,18
ATM_HUMAN,39
ATN1_HUMAN,64
ATNG_HUMAN,16
ATOH1_HUMAN,7
ATOH7_HUMAN,1
ATOH8_HUMAN,36
ATOX1_HUMAN,44
ATP23_HUMAN,
ATP4A_HUMAN,6
ATP4B_HUMAN,7
ATP5E_HUMAN,31
ATP5H_HUMAN,40
ATP5I_HUMAN,29
ATP5J_HUMAN,45
ATP5L_HUMAN,46
ATP5S_HUMAN,26
ATP6_HUMAN,
ATP7A_HUMAN,49
ATP7B_HUMAN,14
ATP8_HUMAN,
ATP9A_HUMAN,37
ATP9B_HUMAN,9
ATPA_HUMAN,44
ATPB_HUMAN,52
ATPD_HUMAN,37
ATPF1_HUMAN,32
ATPF2_HUMAN,16
ATPG_HUMAN,41
ATPK_HUMAN,37
ATPO_HUMAN,43
ATPUN_HUMAN,
ATRAP_HUMAN,34
ATRIP_HUMAN,42
ATRN1_HUMAN,13
ATRN_HUMAN,62
ATRX_HUMAN,41
ATR_HUMAN,45
ATS10_HUMAN,23
ATS12_HUMAN,25
ATS13_HUMAN,7
ATS14_HUMAN,7
ATS15_HUMAN,34
ATS16_HUMAN,2
ATS17_HUMAN,6
ATS18_HUMAN,5
ATS19_HUMAN,14
ATS1_HUMAN,42
ATS20_HUMAN,6
ATS2_HUMAN,44
ATS3_HUMAN,11
ATS4_HUMAN,38
ATS5_HUMAN,34
ATS6_HUMAN,9
ATS7_HUMAN,31
ATS8_HUMAN,11
ATS9_HUMAN,37
ATTY_HUMAN,25
ATX10_HUMAN,68
ATX1L_HUMAN,48
ATX1_HUMAN,34
ATX2L_HUMAN,75
ATX2_HUMAN,30
ATX3L_HUMAN,7
ATX3_HUMAN,38
ATX7_HUMAN,8
ATX8_HUMAN,
AUGN_HUMAN,12
AUHM_HUMAN,41
AUNIP_HUMAN,45
AUP1_HUMAN,56
AURKA_HUMAN,26
AURKB_HUMAN,66
AURKC_HUMAN,22
AUTS2_HUMAN,23
AUXI_HUMAN,20
AVEN_HUMAN,39
AVIL_HUMAN,5
AVL9_HUMAN,33
AVPI1_HUMAN,29
AVR2A_HUMAN,18
AVR2B_HUMAN,31
AWAT1_HUMAN,7
AWAT2_HUMAN,4
AX2R_HUMAN,11
AXA2L_HUMAN,63
AXA81_HUMAN,
AXDN1_HUMAN,9
AXIN1_HUMAN,59
AXIN2_HUMAN,21
AZI2_HUMAN,30
AZIN1_HUMAN,53
AZIN2_HUMAN,
B2CL1_HUMAN,30
B2CL2_HUMAN,17
B2L10_HUMAN,22
B2L11_HUMAN,24
B2L12_HUMAN,60
B2L13_HUMAN,34
B2L14_HUMAN,4
B2L15_HUMAN,8
B2LA1_HUMAN,32
B2MG_HUMAN,43
B3A2_HUMAN,67
B3A3_HUMAN,21
B3A4_HUMAN,7
B3AS1_HUMAN,
B3AT_HUMAN,38
B3GA1_HUMAN,18
B3GA2_HUMAN,10
B3GA3_HUMAN,61
B3GL1_HUMAN,25
B3GL2_HUMAN,29
B3GLT_HUMAN,
B3GN2_HUMAN,21
B3GN3_HUMAN,22
B3GN4_HUMAN,13
B3GN5_HUMAN,36
B3GN6_HUMAN,2
B3GN7_HUMAN,18
B3GN8_HUMAN,32
B3GN9_HUMAN,54
B3GNL_HUMAN,14
B3GT1_HUMAN,15
B3GT2_HUMAN,14
B3GT4_HUMAN,7
B3GT5_HUMAN,4
B3GT6_HUMAN,62
B4GA1_HUMAN,
B4GN1_HUMAN,19
B4GN2_HUMAN,3
B4GN3_HUMAN,10
B4GN4_HUMAN,29
B4GT1_HUMAN,26
B4GT2_HUMAN,46
B4GT3_HUMAN,36
B4GT4_HUMAN,32
B4GT5_HUMAN,50
B4GT6_HUMAN,33
B4GT7_HUMAN,43
B9D1_HUMAN,10
B9D2_HUMAN,11
BAALC_HUMAN,17
BAAS2_HUMAN,
BAAT_HUMAN,24
BABA1_HUMAN,66
BACD1_HUMAN,11
BACD2_HUMAN,28
BACD3_HUMAN,48
BACE1_HUMAN,45
BACE2_HUMAN,32
BACH1_HUMAN,27
BACH2_HUMAN,12
BACHL_HUMAN,
BACH_HUMAN,30
BAD_HUMAN,32
BAFL_HUMAN,5
BAF_HUMAN,50
BAG1_HUMAN,20
BAG2_HUMAN,49
BAG3_HUMAN,46
BAG4_HUMAN,34
BAG5_HUMAN,11
BAG6_HUMAN,77
BAGE1_HUMAN,
BAGE2_HUMAN,
BAGE3_HUMAN,
BAGE4_HUMAN,
BAGE5_HUMAN,
BAHC1_HUMAN,24
BAHD1_HUMAN,82
BAI1_HUMAN,18
BAIP2_HUMAN,17
BAIP3_HUMAN,13
BAKOR_HUMAN,30
BAK_HUMAN,24
BAMBI_HUMAN,19
BANK1_HUMAN,14
BANP_HUMAN,11
BAP18_HUMAN,
BAP1_HUMAN,58
BAP29_HUMAN,39
BAP31_HUMAN,62
BARD1_HUMAN,29
BARH1_HUMAN,3
BARH2_HUMAN,2
BARX1_HUMAN,9
BARX2_HUMAN,8
BASI_HUMAN,49
BASP1_HUMAN,22
BAT1_HUMAN,20
BATF2_HUMAN,6
BATF3_HUMAN,26
BATF_HUMAN,50
BAX_HUMAN,80
BAZ1A_HUMAN,24
BAZ1B_HUMAN,45
BAZ2A_HUMAN,48
BAZ2B_HUMAN,31
BBC3B_HUMAN,35
BBC3_HUMAN,35
BBIP1_HUMAN,18
BBOF1_HUMAN,
BBS10_HUMAN,23
BBS12_HUMAN,13
BBS1_HUMAN,3
BBS2_HUMAN,31
BBS4_HUMAN,30
BBS5_HUMAN,27
BBS7_HUMAN,29
BBX_HUMAN,29
BC11A_HUMAN,18
BC11B_HUMAN,26
BCAM_HUMAN,45
BCAP_HUMAN,53
BCAR1_HUMAN,61
BCAR3_HUMAN,40
BCAS1_HUMAN,7
BCAS3_HUMAN,11
BCAS4_HUMAN,57
BCAT1_HUMAN,51
BCAT2_HUMAN,47
BCCIP_HUMAN,50
BCD1_HUMAN,25
BCDO1_HUMAN,
BCDO2_HUMAN,22
BCE1_HUMAN,
BCKD_HUMAN,64
BCL10_HUMAN,25
BCL2_HUMAN,41
BCL3_HUMAN,44
BCL6B_HUMAN,30
BCL6_HUMAN,39
BCL7A_HUMAN,36
BCL7B_HUMAN,72
BCL7C_HUMAN,62
BCL8_HUMAN,
BCL9L_HUMAN,61
BCL9_HUMAN,35
BCLF1_HUMAN,54
BCOR2_HUMAN,2
BCORL_HUMAN,26
BCOR_HUMAN,45
BCR_HUMAN,45
BCS1_HUMAN,22
BD1L1_HUMAN,41
BD1L2_HUMAN,8
BDH2_HUMAN,35
BDH_HUMAN,22
BDNF_HUMAN,25
BDP1_HUMAN,28
BEAN1_HUMAN,2
BECN1_HUMAN,47
BECN2_HUMAN,
BEGIN_HUMAN,14
BEND2_HUMAN,10
BEND3_HUMAN,40
BEND4_HUMAN,52
BEND5_HUMAN,17
BEND6_HUMAN,24
BEND7_HUMAN,17
BEST1_HUMAN,12
BEST2_HUMAN,0
BEST3_HUMAN,10
BEST4_HUMAN,1
BET1L_HUMAN,64
BET1_HUMAN,29
BEX1_HUMAN,25
BEX2_HUMAN,30
BEX3_HUMAN,
BEX4_HUMAN,24
BEX5_HUMAN,20
BFAR_HUMAN,43
BFSP1_HUMAN,1
BFSP2_HUMAN,1
BGAL_HUMAN,44
BGAT_HUMAN,11
BGH3_HUMAN,41
BGLR_HUMAN,54
BGP11_HUMAN,23
BHA09_HUMAN,4
BHA15_HUMAN,10
BHE22_HUMAN,32
BHE23_HUMAN,4
BHE40_HUMAN,55
BHE41_HUMAN,29
BHLH9_HUMAN,17
BHMG1_HUMAN,
BHMT1_HUMAN,22
BHMT2_HUMAN,37
BI1_HUMAN,53
BI2L1_HUMAN,20
BI2L2_HUMAN,17
BICC1_HUMAN,32
BICD1_HUMAN,8
BICD2_HUMAN,42
BICL1_HUMAN,
BICL2_HUMAN,
BID_HUMAN,49
BIEA_HUMAN,57
BIG1_HUMAN,45
BIG2_HUMAN,12
BIG3_HUMAN,
BIK_HUMAN,13
BIN1_HUMAN,20
BIN2_HUMAN,41
BIN3_HUMAN,19
BIRC1_HUMAN,29
BIRC2_HUMAN,39
BIRC3_HUMAN,40
BIRC5_HUMAN,46
BIRC6_HUMAN,43
BIRC7_HUMAN,3
BIRC8_HUMAN,
BIVM_HUMAN,32
BKRB1_HUMAN,30
BKRB2_HUMAN,31
BL1S1_HUMAN,35
BL1S2_HUMAN,41
BL1S3_HUMAN,21
BL1S4_HUMAN,40
BL1S5_HUMAN,44
BL1S6_HUMAN,29
BLACE_HUMAN,
BLCAP_HUMAN,33
BLID_HUMAN,9
BLK_HUMAN,40
BLMH_HUMAN,61
BLML_HUMAN,
BLM_HUMAN,62
BLNK_HUMAN,45
BLVRB_HUMAN,44
BM2KL_HUMAN,
BMAL1_HUMAN,32
BMAL2_HUMAN,43
BMF_HUMAN,38
BMI1_HUMAN,7
BMP10_HUMAN,12
BMP15_HUMAN,
BMP1_HUMAN,55
BMP2K_HUMAN,39
BMP2_HUMAN,32
BMP3_HUMAN,18
BMP4_HUMAN,23
BMP5_HUMAN,27
BMP6_HUMAN,22
BMP7_HUMAN,17
BMP8A_HUMAN,10
BMP8B_HUMAN,10
BMPER_HUMAN,19
BMPR2_HUMAN,55
BMR1A_HUMAN,33
BMR1B_HUMAN,6
BMS1_HUMAN,3
BMT2_HUMAN,
BMX_HUMAN,11
BN3D2_HUMAN,7
BNC1_HUMAN,8
BNC2_HUMAN,24
BNI3L_HUMAN,34
BNIP2_HUMAN,36
BNIP3_HUMAN,50
BNIPL_HUMAN,11
BOC_HUMAN,20
BOD1_HUMAN,22
BODG_HUMAN,24
BOK_HUMAN,54
BOLA1_HUMAN,12
BOLA2_HUMAN,7
BOLA3_HUMAN,48
BOLL_HUMAN,0
BOP1_HUMAN,57
BOP_HUMAN,
BORA_HUMAN,40
BORC5_HUMAN,
BORC6_HUMAN,
BORC7_HUMAN,
BORC8_HUMAN,
BOREA_HUMAN,44
BORG1_HUMAN,46
BORG2_HUMAN,38
BORG3_HUMAN,42
BORG4_HUMAN,71
BORG5_HUMAN,62
BPEC1_HUMAN,3
BPHL_HUMAN,37
BPIA1_HUMAN,
BPIA2_HUMAN,5
BPIA3_HUMAN,
BPIB1_HUMAN,3
BPIB2_HUMAN,7
BPIB3_HUMAN,10
BPIB4_HUMAN,8
BPIB6_HUMAN,9
BPIFC_HUMAN,2
BPI_HUMAN,12
BPL1_HUMAN,25
BPNT1_HUMAN,2
BPTF_HUMAN,31
BRAC_HUMAN,7
BRAF_HUMAN,43
BRAP_HUMAN,20
BRAS2_HUMAN,
BRAT1_HUMAN,54
BRCA1_HUMAN,70
BRCA2_HUMAN,47
BRCC3_HUMAN,50
BRD1_HUMAN,29
BRD2_HUMAN,21
BRD3_HUMAN,40
BRD4_HUMAN,35
BRD7_HUMAN,27
BRD8_HUMAN,44
BRD9_HUMAN,21
BRDT_HUMAN,22
BRE1A_HUMAN,29
BRE1B_HUMAN,66
BRE_HUMAN,27
BRF2_HUMAN,22
BRI3B_HUMAN,22
BRI3_HUMAN,37
BRID5_HUMAN,9
BRK1_HUMAN,43
BRM1L_HUMAN,27
BRMS1_HUMAN,52
BRNP1_HUMAN,15
BRNP2_HUMAN,18
BRNP3_HUMAN,4
BROMI_HUMAN,13
BROX_HUMAN,36
BRPF1_HUMAN,35
BRPF3_HUMAN,16
BRS3_HUMAN,0
BRSK1_HUMAN,3
BRSK2_HUMAN,14
BRWD1_HUMAN,31
BRWD3_HUMAN,39
BRX1_HUMAN,48
BSCL2_HUMAN,15
BSDC1_HUMAN,34
BSH_HUMAN,
BSND_HUMAN,6
BSN_HUMAN,17
BSPH1_HUMAN,
BSPRY_HUMAN,22
BSSP4_HUMAN,13
BST1_HUMAN,32
BST2_HUMAN,52
BT1A1_HUMAN,14
BT2A1_HUMAN,30
BT2A2_HUMAN,36
BT2A3_HUMAN,4
BT3A1_HUMAN,39
BT3A2_HUMAN,43
BT3A3_HUMAN,40
BT3L4_HUMAN,42
BTAF1_HUMAN,48
BTBD1_HUMAN,44
BTBD2_HUMAN,49
BTBD3_HUMAN,35
BTBD6_HUMAN,44
BTBD7_HUMAN,25
BTBD8_HUMAN,0
BTBD9_HUMAN,24
BTBDA_HUMAN,25
BTBDB_HUMAN,10
BTBDG_HUMAN,4
BTBDH_HUMAN,6
BTBDI_HUMAN,6
BTBDJ_HUMAN,32
BTC_HUMAN,20
BTD_HUMAN,47
BTF3_HUMAN,42
BTG1_HUMAN,52
BTG2_HUMAN,45
BTG3_HUMAN,50
BTG4_HUMAN,24
BTK_HUMAN,55
BTLA_HUMAN,32
BTNL2_HUMAN,3
BTNL3_HUMAN,9
BTNL8_HUMAN,11
BTNL9_HUMAN,43
BTNLA_HUMAN,
BUB1B_HUMAN,34
BUB1_HUMAN,57
BUB3_HUMAN,55
BUD13_HUMAN,35
BUD31_HUMAN,31
BUP1_HUMAN,18
BVAS1_HUMAN,3
BWR1B_HUMAN,5
BY55_HUMAN,5
BYST_HUMAN,40
BZW1_HUMAN,39
BZW2_HUMAN,32
C102A_HUMAN,38
C102B_HUMAN,13
C10_HUMAN,24
C11B1_HUMAN,23
C11B2_HUMAN,22
C144A_HUMAN,0
C144B_HUMAN,9
C144C_HUMAN,
C144L_HUMAN,3
C163A_HUMAN,29
C163B_HUMAN,6
C16L2_HUMAN,1
C170B_HUMAN,44
C170L_HUMAN,10
C19L1_HUMAN,20
C19L2_HUMAN,10
C1AS1_HUMAN,
C1C1L_HUMAN,
C1D_HUMAN,42
C1GLC_HUMAN,35
C1GLT_HUMAN,44
C1QA_HUMAN,43
C1QBP_HUMAN,55
C1QB_HUMAN,44
C1QC_HUMAN,41
C1QL2_HUMAN,8
C1QL3_HUMAN,13
C1QL4_HUMAN,3
C1QR1_HUMAN,39
C1QRF_HUMAN,12
C1QT1_HUMAN,58
C1QT2_HUMAN,12
C1QT3_HUMAN,6
C1QT4_HUMAN,15
C1QT5_HUMAN,
C1QT6_HUMAN,22
C1QT7_HUMAN,23
C1QT8_HUMAN,3
C1RL_HUMAN,46
C1R_HUMAN,47
C1S_HUMAN,47
C1T9A_HUMAN,12
C1T9B_HUMAN,3
C1TC_HUMAN,86
C1TM_HUMAN,75
C27C1_HUMAN,2
C295L_HUMAN,
C2AIL_HUMAN,38
C2AS1_HUMAN,7
C2C2L_HUMAN,21
C2C4A_HUMAN,21
C2C4B_HUMAN,34
C2C4C_HUMAN,19
C2CD3_HUMAN,15
C2CD5_HUMAN,35
C2D1A_HUMAN,33
C2D1B_HUMAN,26
C2D2A_HUMAN,23
C2D2B_HUMAN,1
C2D4D_HUMAN,4
C2G1P_HUMAN,3
C2TA_HUMAN,26
C3AR_HUMAN,37
C3P1_HUMAN,12
C42S1_HUMAN,45
C42S2_HUMAN,53
C43BP_HUMAN,40
C4BPA_HUMAN,25
C4BPB_HUMAN,22
C4F30_HUMAN,0
C560_HUMAN,72
C56D1_HUMAN,15
C56D2_HUMAN,48
C5AR1_HUMAN,31
C5AR2_HUMAN,28
C8AP2_HUMAN,
C99L2_HUMAN,60
CA021_HUMAN,38
CA043_HUMAN,64
CA050_HUMAN,9
CA052_HUMAN,33
CA053_HUMAN,26
CA054_HUMAN,32
CA064_HUMAN,2
CA074_HUMAN,13
CA087_HUMAN,3
CA094_HUMAN,8
CA097_HUMAN,6
CA100_HUMAN,6
CA101_HUMAN,0
CA105_HUMAN,6
CA106_HUMAN,15
CA109_HUMAN,62
CA112_HUMAN,56
CA115_HUMAN,49
CA122_HUMAN,32
CA123_HUMAN,35
CA127_HUMAN,5
CA131_HUMAN,42
CA134_HUMAN,
CA137_HUMAN,
CA140_HUMAN,
CA141_HUMAN,4
CA145_HUMAN,
CA146_HUMAN,11
CA147_HUMAN,
CA157_HUMAN,
CA158_HUMAN,1
CA159_HUMAN,26
CA162_HUMAN,27
CA167_HUMAN,
CA168_HUMAN,11
CA174_HUMAN,7
CA180_HUMAN,
CA185_HUMAN,0
CA186_HUMAN,17
CA189_HUMAN,5
CA194_HUMAN,9
CA195_HUMAN,0
CA196_HUMAN,
CA198_HUMAN,47
CA200_HUMAN,
CA210_HUMAN,23
CA211_HUMAN,15
CA213_HUMAN,
CA216_HUMAN,22
CA220_HUMAN,2
CA226_HUMAN,22
CA228_HUMAN,30
CA229_HUMAN,3
CA234_HUMAN,9
CA2D1_HUMAN,27
CA2D2_HUMAN,8
CA2D3_HUMAN,7
CA2D4_HUMAN,5
CA5BL_HUMAN,22
CAAP1_HUMAN,28
CAAS1_HUMAN,4
CAB39_HUMAN,60
CAB45_HUMAN,90
CABIN_HUMAN,42
CABL1_HUMAN,43
CABL2_HUMAN,10
CABP1_HUMAN,18
CABP2_HUMAN,
CABP4_HUMAN,0
CABP5_HUMAN,2
CABP7_HUMAN,9
CABP8_HUMAN,11
CABS1_HUMAN,9
CABYR_HUMAN,9
CAC1A_HUMAN,10
CAC1B_HUMAN,7
CAC1C_HUMAN,12
CAC1D_HUMAN,7
CAC1E_HUMAN,8
CAC1F_HUMAN,1
CAC1G_HUMAN,3
CAC1H_HUMAN,30
CAC1I_HUMAN,2
CAC1S_HUMAN,11
CACB1_HUMAN,15
CACB2_HUMAN,24
CACB3_HUMAN,32
CACB4_HUMAN,13
CACL1_HUMAN,41
CACO1_HUMAN,32
CACO2_HUMAN,13
CACP_HUMAN,43
CAD10_HUMAN,10
CAD11_HUMAN,39
CAD12_HUMAN,9
CAD13_HUMAN,41
CAD15_HUMAN,17
CAD16_HUMAN,16
CAD17_HUMAN,17
CAD18_HUMAN,3
CAD19_HUMAN,17
CAD20_HUMAN,15
CAD22_HUMAN,7
CAD23_HUMAN,13
CAD24_HUMAN,31
CAD26_HUMAN,0
CADH1_HUMAN,33
CADH2_HUMAN,38
CADH3_HUMAN,25
CADH4_HUMAN,5
CADH5_HUMAN,34
CADH6_HUMAN,23
CADH7_HUMAN,6
CADH8_HUMAN,8
CADH9_HUMAN,4
CADM1_HUMAN,29
CADM2_HUMAN,13
CADM3_HUMAN,20
CADM4_HUMAN,25
CAF17_HUMAN,18
CAF1A_HUMAN,32
CAF1B_HUMAN,48
CAGE1_HUMAN,6
CAH10_HUMAN,15
CAH11_HUMAN,21
CAH12_HUMAN,35
CAH13_HUMAN,11
CAH14_HUMAN,9
CAH1_HUMAN,16
CAH2_HUMAN,26
CAH3_HUMAN,26
CAH4_HUMAN,25
CAH5A_HUMAN,5
CAH5B_HUMAN,15
CAH6_HUMAN,5
CAH7_HUMAN,2
CAH8_HUMAN,33
CAH9_HUMAN,9
CAHD1_HUMAN,24
CAHM1_HUMAN,2
CAHM2_HUMAN,43
CAHM3_HUMAN,10
CALB1_HUMAN,11
CALB2_HUMAN,30
CALCA_HUMAN,4
CALCB_HUMAN,6
CALCR_HUMAN,3
CALC_HUMAN,4
CALD1_HUMAN,38
CALI_HUMAN,6
CALL3_HUMAN,13
CALL4_HUMAN,16
CALL5_HUMAN,15
CALL6_HUMAN,15
CALM_HUMAN,23
CALR3_HUMAN,8
